County,State,Value
Livingston,LA,520.9
Raleigh,WV,520.9
Upshur,WV,521.1
Simpson,MS,521.2
Labette,KS,521.2
Morgan,GA,521.3
McDuffie,GA,521.4
Mercer,MO,521.4
Lawrence,IL,521.7
Henry,IA,521.9
Perry,OH,521.9
Clinton,OH,521.9
Montmorency,MI,522
Coles,IL,522.2
Saluda,SC,522.2
Marshall,OK,522.3
Scott,KY,522.4
Lonoke,AR,522.4
Blaine,OK,522.5
Lea,NM,522.5
Adams,IA,522.7
Brooke,WV,522.9
Chaves,NM,523.2
Harrison,MO,523.3
Dorchester,MD,523.6
Butts,GA,523.7
Treutlen,GA,523.9
Doddridge,WV,524.1
Colquitt,GA,524.3
Suwannee,FL,524.3
Accomack,VA,524.4
Adams,MS,524.6
Jackson,WV,524.7
Meigs,OH,524.8
Clark,IN,524.9
East Baton Rouge,LA,524.9
Wheeler,TX,525
Taylor,WV,525.2
Scott,VA,525.2
Bulloch,GA,525.3
Lanier,GA,525.4
Trumbull,OH,525.5
Pacific,WA,525.5
Hampton,SC,525.7
Comanche,TX,525.8
Stanly,NC,525.9
Lyon,NV,526
Fulton,IN,526.5
Greenup,KY,526.6
Carbon,UT,526.6
Webster,GA,526.7
Newton,MO,526.9
Roanoke City,VA,526.9
Pulaski,MO,527.1
Perry,AR,527.2
Bland,VA,527.2
Pendleton,KY,527.4
Sabine,LA,527.4
Richmond,NY,527.7
Macon,MO,527.8
Grundy,MO,527.8
Telfair,GA,528
Okeechobee,FL,528.3
Mason,WV,528.3
Shelby,TN,528.4
Lawrence,OH,528.4
Tangipahoa,LA,528.9
Pike,AL,528.9
Appomattox,VA,528.9
Noble,OK,529
Orleans,NY,529.3
Crawford,IL,529.3
Oklahoma,OK,529.4
Kay,OK,529.4
Ashtabula,OH,529.6
Fisher,TX,529.8
Brown,TX,529.8
Fayette,TN,530.1
Philadelphia,PA,530.1
Crawford,GA,530.1
Iberville,LA,530.2
Tazewell,VA,530.2
Moore,TX,530.3
Randolph,MO,530.4
Maries,MO,530.5
Marion,GA,530.5
Wayne,IN,530.5
Ballard,KY,530.5
Wirt,WV,530.5
Cass,IA,530.9
Lawrence,IN,531.1
San Augustine,TX,531.2
Giles,TN,531.3
Baker,GA,531.5
Laclede,MO,532.1
Calhoun,GA,532.2
Wilson,KS,532.4
Lamar,MS,532.6
Niagara,NY,532.7
Summers,WV,532.7
Hansford,TX,532.8
Mahoning,OH,532.8
Tillman,OK,532.8
Barren,KY,532.8
Scott,IN,533.1
Cheatham,TN,533.1
Putnam,TN,533.4
Belmont,OH,533.4
Washington,IN,533.5
Bamberg,SC,533.5
Portsmouth,VA,533.7
Clay,IN,533.7
Howard,IN,533.8
Spalding,GA,533.8
Barnwell,SC,533.8
Fayette,WV,534
Adams,OH,534.2
Marshall,MS,534.2
Stone,MO,534.2
Prentiss,MS,534.3
Lucas,OH,534.3
Robertson,TX,534.3
Martin,KY,534.4
Howell,MO,534.7
Cumberland,NJ,535
Luna,NM,535
Grady,OK,535.3
Scott,MO,535.5
St. Mary,LA,535.6
Heard,GA,535.7
Armstrong,TX,535.7
Andrews,TX,535.9
Lewis,WV,536.2
Wood,WV,536.2
McLean,KY,536.2
Grant,LA,536.3
Crawford,OH,536.6
Hillsdale,MI,536.8
Autauga,AL,536.9
Bullock,AL,537.1
Madison,TN,537.1
Duval,TX,537.1
Coleman,TX,537.2
Ramsey,ND,537.3
McCracken,KY,537.6
Greene,AR,537.7
Staunton,VA,537.7
Fayette,PA,537.8
Sebastian,AR,537.9
Gordon,GA,537.9
Clark,IL,538
Garfield,OK,538
Gregg,TX,538
Marion,WV,538.1
Sullivan,IN,538.5
Clay,SD,538.7
Pulaski,IN,538.9
La Salle,TX,539
Grayson,KY,539.2
Kalkaska,MI,539.2
Terrebonne,LA,539.2
Barber,KS,539.4
Limestone,AL,539.5
Yuba,CA,539.7
Graves,KY,539.8
Eastland,TX,539.8
Jones,TX,539.9
Smith,TX,539.9
Harrison,WV,540
Jackson,GA,540.1
Roger Mills,OK,540.2
Radford,VA,540.3
Murray,GA,540.5
Screven,GA,540.5
Jasper,IN,541
Chautauqua,KS,541.2
Newton,AR,541.2
Gratiot,MI,541.2
Lauderdale,AL,541.3
LaPorte,IN,541.3
Fentress,TN,541.6
Morgan,KY,541.9
Blount,AL,542.1
Parke,IN,542.3
Callahan,TX,542.4
Upshur,TX,542.4
Montgomery,MO,542.6
Mohave,AZ,542.7
Boone,WV,542.8
Stephens,GA,542.9
Comanche,KS,543
Carroll,MO,543
Rolette,ND,543.1
Huron,MI,543.5
Hawkins,TN,543.6
Lafayette,MO,543.7
Dodge,GA,543.8
Clay,GA,544.1
Lenoir,NC,544.1
Miller,GA,544.2
Overton,TN,544.2
Houston,TN,544.4
Lee,VA,544.4
Taylor,TX,544.5
Harmon,OK,544.6
Van Zandt,TX,544.8
Wood,TX,544.9
Dooly,GA,545
Johnson,AR,545.1
Rusk,TX,545.3
Boyd,NE,545.6
Robeson,NC,545.7
Wayne,KY,545.8
Carlisle,KY,545.8
Chester,SC,546.1
Barton,MO,546.3
Marion,MS,546.4
Quitman,GA,546.5
Texas,MO,546.7
Benson,ND,546.8
Mecklenburg,VA,546.8
Navarro,TX,547.2
Monroe,AL,547.2
Richmond,GA,547.3
Stephens,TX,547.5
Cass,IL,547.8
Clark,MO,547.8
Rowan,KY,547.9
Cleveland,NC,548
Lowndes,GA,548.1
Scott,AR,548.2
Crawford,AR,548.3
Rutherford,NC,548.3
Bryan,OK,548.3
Lafayette,MS,548.7
Carter,KY,548.7
Fairfield,SC,548.9
Comanche,OK,549.3
Magoffin,KY,549.4
Miller,MO,549.6
Hart,KY,550
Tulsa,OK,550.1
Cimarron,OK,550.6
Arthur,NE,550.8
Rogers,OK,551.3
Tallapoosa,AL,551.3
Jenkins,GA,551.4
Smith,TN,551.4
Columbiana,OH,551.5
Pike,MO,551.5
St. Clair,MI,551.6
Washington,OK,551.6
Brooks,GA,551.7
Boyd,KY,551.8
Dickson,TN,551.8
Bates,MO,552
Barbour,AL,552.1
Vigo,IN,552.6
Sullivan,MO,552.6
Phelps,MO,552.9
Kiowa,OK,553
Allen,LA,553.1
Seminole,GA,553.1
Prairie,AR,553.2
Kaufman,TX,553.5
Beckham,OK,553.6
Madison,GA,553.9
Greer,OK,554
Preble,OH,554.2
Hickman,KY,554.2
Clark,OH,554.3
Logan,OH,554.5
Evans,GA,554.8
Berrien,GA,554.8
Citrus,FL,554.8
Tyler,TX,554.9
Titus,TX,555
Craighead,AR,555.4
Berrien,MI,555.4
Oscoda,MI,555.5
Laurens,GA,555.5
Lewis,KY,555.6
Hancock,GA,555.9
Jackson,TN,555.9
Moore,TN,556
Cook,GA,556
Sanilac,MI,556.1
Franklin,AR,556.2
Dewey,OK,556.3
Caddo,OK,556.3
Hancock,WV,556.4
Logan,AR,556.5
Tuscaloosa,AL,556.6
Pike,GA,556.6
Churchill,NV,556.7
Rains,TX,556.8
Brown,NE,557
Humphreys,TN,557.2
Muhlenberg,KY,557.5
Shannon,MO,557.7
Roberts,TX,557.7
Stewart,GA,558.2
Elmore,AL,558.3
Lincoln,OK,558.4
Crittenden,AR,558.5
Russell,AL,558.7
Shelby,MO,558.7
St. Martin,LA,558.9
Johnson,GA,559.5
Lapeer,MI,559.6
Johnson,MO,559.6
Arenac,MI,560.1
Gallia,OH,560.1
Nolan,TX,560.2
Lamar,TX,560.2
Harrison,OH,560.3
Jefferson,GA,560.4
Russell,VA,560.4
Kemper,MS,560.6
Knox,KY,560.8
Franklin,TX,560.9
Jackson,OK,561.3
Clarke,AL,561.6
Garland,AR,561.8
Custer,OK,561.9
St. Joseph,MI,562
Coffee,AL,562.1
Stone,MS,562.2
Marion,MO,562.2
Collingsworth,TX,562.3
Marion,OH,562.5
Shelby,TX,562.6
Atkinson,GA,562.7
Camp,TX,563
Evangeline,LA,563.4
Alcona,MI,563.4
Early,GA,563.6
Carroll,GA,563.8
Burke,GA,563.9
Jackson,MS,564.1
Coosa,AL,564.5
Highland,OH,564.6
Attala,MS,564.9
Foard,TX,564.9
Sumter,GA,565
Alexander,IL,565
Lawrence,AR,566.1
Metcalfe,KY,566.4
Allen,KY,566.4
Green,KY,566.5
Jennings,IN,566.5
Carroll,MS,566.5
Marion,IL,566.6
Montgomery,KS,566.7
Massac,IL,566.8
Jefferson,IN,566.9
Frio,TX,566.9
Trousdale,TN,567.2
Hardin,IL,567.2
Tipton,TN,567.3
Martin,TX,567.3
Hardeman,TX,567.4
Dade,GA,567.4
Troup,GA,567.6
Henry,AL,567.7
Delaware,OK,567.7
Ward,TX,567.7
Dale,AL,567.8
Meigs,TN,568
Pulaski,KY,568.1
Houston,AL,568.2
Conway,AR,568.4
Union,AR,568.5
Polk,TN,568.5
Cattaraugus,NY,568.6
Wilcox,GA,568.8
Barry,MO,569
Mercer,OH,569.1
Lee,MS,569.4
Tift,GA,569.4
Edgar,IL,569.4
Rock,NE,569.6
Allegany,MD,569.7
Elbert,GA,569.7
Taney,MO,569.8
Hopkins,TX,570.1
Hunt,TX,570.2
Dent,MO,570.2
St. Louis City,MO,570.3
Russell,KY,570.3
Borden,TX,570.3
Bollinger,MO,570.4
Leake,MS,570.4
Adair,KY,570.5
Coffee,TN,570.5
Pierce,GA,570.7
Coffee,GA,571
Marion,TX,571
Buchanan,VA,571
Franklin,GA,571.4
Reynolds,MO,571.4
Lake,MI,571.4
Dillingham,AK,571.7
Bedford,TN,571.8
Randolph,AR,572
St. Clair,AL,572.3
Natchitoches,LA,572.6
Choctaw,MS,573
Jasper,MO,573.5
Oregon,MO,573.6
Galax,VA,573.6
Montgomery,KY,573.8
Calhoun,AR,574.1
Washita,OK,574.2
Delta,TX,574.3
Forrest,MS,575
Iosco,MI,575.4
McDonald,MO,575.5
Mobile,AL,575.6
Roscommon,MI,576.3
McClain,OK,576.3
Sabine,TX,576.5
Jefferson,TX,576.6
Madison,FL,576.6
St. John the Baptist,LA,576.9
Kleberg,TX,576.9
Robertson,TN,577.3
Wicomico,MD,577.3
Gray,TX,577.4
Osage,KS,577.9
Glascock,GA,578
Wythe,VA,578.1
Carter,MO,578.4
Vermilion,IL,578.8
Montgomery,AR,578.9
Clay,TN,578.9
Williamsburg,SC,578.9
Floyd,GA,579.2
Sevier,AR,580.1
Lafayette,AR,580.2
Yazoo,MS,580.6
Turner,GA,581
Obion,TN,581
Calloway,KY,581.1
Edgecombe,NC,581.1
Allendale,SC,581.3
Polk,AR,581.5
Winkler,TX,581.6
Jackson,LA,581.7
Cotton,OK,581.8
Ben Hill,GA,581.8
Bibb,AL,581.9
Washington,AR,582.1
Warren,GA,582.7
Cherokee,KS,582.9
Hardin,TX,582.9
Hot Spring,AR,583.1
Baldwin,GA,583.4
Greene,TN,583.5
Sherman,TX,583.6
Lyon,KY,584
Washington,MS,584.4
McCreary,KY,584.5
Dickenson,VA,584.5
Cannon,TN,584.6
Hardin,OH,584.6
Weakley,TN,584.9
Nye,NV,585
Cedar,MO,585.1
Campbell,TN,585.1
Young,TX,585.2
Sussex,VA,585.3
Harrison,MS,585.3
White,TN,585.4
Lamar,GA,585.5
Trimble,KY,585.8
Hinds,MS,585.8
Lawrence,KY,586.4
Talbot,GA,586.7
Stewart,TN,587
Irwin,GA,587.2
Webster,KY,587.2
Bradley,TN,587.3
Schuylkill,PA,587.7
Bay,MI,587.7
White,AR,587.8
Henderson,TX,587.8
Washington,GA,588
Genesee,MI,588
Bath,KY,588.2
Webster,LA,588.4
Marion,TN,588.8
Macon,TN,588.8
Winston,AL,589.4
Nowata,OK,590
Perry,MS,590.1
Jackson,AR,590.2
Marshall,TN,590.2
Winston,MS,590.4
Sharkey,MS,590.5
Bladen,NC,590.5
Norton,VA,590.6
St. Francois,MO,591.6
Wilkes,GA,591.6
Ogemaw,MI,591.7
Ector,TX,591.7
Vinton,OH,591.8
Livingston,KY,591.9
Florence,SC,591.9
Wright,MO,592.2
Angelina,TX,592.5
Jasper,TX,592.6
Madison,MO,592.7
Ouachita,AR,592.7
Columbia,AR,592.9
Chenango,NY,593.4
Arkansas,AR,593.5
Cullman,AL,593.6
Talladega,AL,594.2
Wyoming,WV,594.2
Boone,AR,595
Iberia,LA,595.7
Sumter,AL,596
Pasquotank,NC,596.1
Stoddard,MO,596.5
Harrison,KY,596.5
Washington,FL,596.7
Clare,MI,596.9
Pulaski,IL,597.5
Wise,VA,597.8
Anson,NC,598.1
Fannin,TX,598.2
Fulton,KY,598.6
Owen,KY,598.8
Itawamba,MS,598.8
Pottawatomie,OK,598.9
Bracken,KY,599.3
Trinity,TX,599.4
Bienville,LA,599.7
Acadia,LA,599.7
Howard,AR,599.8
Monroe,MS,599.9
Danville,VA,599.9
Amite,MS,600
Marshall,KY,600
Childress,TX,600.2
Morgan,AL,600.4
Ripley,MO,600.4
Creek,OK,600.4
Moniteau,MO,600.5
Issaquena,MS,600.6
Red River,TX,600.6
Clay,AR,600.7
Morris,TX,600.9
Cross,AR,601.4
Pawnee,OK,601.9
Mineral,NV,602
Jack,TX,602
Vernon,MO,602.6
Pike,KY,603
Pickens,AL,603.2
Hancock,TN,603.3
Johnson,KY,603.5
Chester,TN,603.6
Burleson,TX,603.6
Rhea,TN,603.6
Colleton,SC,603.7
Cooper,MO,603.8
Jim Wells,TX,603.9
Hale,AL,604.3
George,MS,604.5
Hall,TX,604.9
Benton,TN,605.6
Cherokee,SC,606.6
Ware,GA,606.7
Pike,AR,606.9
Crittenden,KY,607.5
Ashley,AR,608
Pike,MS,608
Geneva,AL,608.1
Sharp,AR,608.1
Nicholas,KY,608.8
Johnston,OK,609.1
Le Flore,OK,609.1
Yell,AR,610.7
Fayette,AL,611.2
Clay,MS,611.4
Bradley,AR,611.9
Jones,MS,612
Hooker,NE,612
Linn,MO,612.4
New Madrid,MO,612.5
Estill,KY,612.6
Jefferson,OH,612.8
Lee,SC,612.9
Logan,WV,613.4
Simpson,KY,613.9
Clark,AR,614
Cottle,TX,614.6
Morgan,MO,615.5
Mississippi,MO,615.5
St. Clair,MO,615.9
Haralson,GA,615.9
Miller,AR,616
Cherokee,TX,616
Lawrence,TN,616.3
Woodruff,AR,616.4
Montgomery,MS,616.5
Garvin,OK,616.5
Dallas,AR,616.9
Nevada,AR,617.4
Cherokee,OK,617.5
Scott,MS,617.5
Starke,IN,617.7
Corson,SD,617.9
Noxubee,MS,618.1
Wayne,MI,618.1
Tallahatchie,MS,618.4
Butler,MO,618.4
Chicot,AR,618.9
Cameron,LA,619
Lewis,MO,619.1
Montague,TX,619.1
Crenshaw,AL,619.3
Escambia,AL,619.4
Lauderdale,MS,619.6
Rapides,LA,619.6
Haywood,TN,619.8
Independence,AR,620.2
Muscogee,GA,620.2
Hempstead,AR,620.5
Union,LA,620.6
Claiborne,TN,620.6
Somerset,MD,621.6
McDowell,WV,621.7
Franklin,MS,622
Caldwell,KY,622.1
Lowndes,AL,622.5
Little River,AR,622.7
Orange,TX,622.8
Adair,OK,623.3
Tattnall,GA,623.8
Hardeman,TN,623.9
Claiborne,LA,624.2
Holmes,FL,625.2
Mayes,OK,625.7
Lamar,AL,626.2
Madison,AR,626.4
Lewis,TN,626.5
Lincoln,TN,626.9
Warren,TN,626.9
Potter,TX,627
Hopewell,VA,627
Baltimore City,MD,627.2
Mitchell,TX,627.7
Bowie,TX,628
Nottoway,VA,628.7
Emanuel,GA,628.7
Montgomery,GA,629.3
Washington,AL,629.9
Pontotoc,OK,630
Benton,MS,630.1
Calhoun,MS,630.6
Union,MS,630.7
Miami,IN,631.2
McMinn,TN,631.2
Cass,TX,631.3
Chesterfield,SC,631.5
Appling,GA,631.7
Chattahoochee,GA,632.1
Macon,AL,632.4
Walthall,MS,632.7
Vermilion,LA,632.9
Liberty,TX,632.9
Conecuh,AL,633
Smith,MS,633.2
Jasper,MS,633.7
Stephens,OK,633.8
Monroe,AR,633.8
West Carroll,LA,634
Murray,OK,634.8
Union,SC,635
Morehouse,LA,635.1
Clay,KY,635.7
Brunswick,VA,635.8
Okmulgee,OK,637.4
St. Francis,AR,637.8
Lawrence,AL,637.8
Meriwether,GA,637.8
Mariana Islands,MP,638.6
Newton,MS,638.7
Chattooga,GA,639.4
Cherokee,AL,639.4
Grant,KY,639.5
Phillips,AR,640.4
Greene,AL,640.7
Haskell,OK,640.7
Vermillion,IN,640.9
Jefferson Davis,LA,641.1
Covington,AL,641.2
Henry,MO,641.4
Colbert,AL,642.1
Clinton,KY,642.3
Texas,OK,642.3
Jefferson Davis,MS,642.6
American Samoa,AS,642.7
Cumberland,KY,643.3
McIntosh,OK,643.9
East Carroll,LA,644
Covington,MS,644.1
Newton,TX,644.1
Jackson,OH,644.2
Bacon,GA,644.2
Fleming,KY,644.3
Bristol,VA,644.9
Polk,GA,645
Carter,OK,645.3
Letcher,KY,645.7
Pointe Coupee,LA,645.8
Lincoln,MS,646.2
Tate,MS,646.3
Wayne,TN,646.6
Menifee,KY,647
Floyd,KY,647.7
Winn,LA,647.8
Marshall,AL,649.2
McCurtain,OK,649.5
Wilkinson,GA,650.3
Lee,AR,650.8
Wayne,MS,650.9
Sequoyah,OK,651.1
Richland,LA,651.6
Grundy,TN,651.6
Franklin City,VA,651.9
Washington,LA,652.6
Henry,TN,653.6
DeKalb,TN,653.9
Copiah,MS,654.5
Richmond,NC,654.6
Lincoln,AR,654.9
Drew,AR,654.9
Van Buren,TN,655.1
Dyer,TN,655.4
Scioto,OH,655.8
Greene,MS,656.1
Yalobusha,MS,657.3
Lake and Peninsula,AK,658.1
Knott,KY,658.8
Wayne,GA,658.9
Chilton,AL,659.1
DeKalb,AL,660
Palo Pinto,TX,660.5
Clarke,MS,660.7
Choctaw,AL,661.3
Cleburne,AL,661.4
Mingo,WV,661.4
Fayette,OH,661.8
Chickasaw,MS,662
Robertson,KY,662.8
Vernon,LA,663.8
Cleveland,AR,664.6
Latimer,OK,665.1
Franklin,AL,665.8
Decatur,TN,666
Mason,KY,667.2
Quitman,MS,667.8
Perry,AL,669.4
Mississippi,AR,669.6
Avoyelles,LA,669.7
Henderson,TN,670.4
McNairy,TN,670.4
Gibson,TN,670.6
Hopkins,KY,671.4
Dillon,SC,671.7
Clay,AL,671.8
Toombs,GA,672.6
Twiggs,GA,673.6
Macon,GA,673.7
Alcorn,MS,674
Clinch,GA,675.4
Dunklin,MO,675.8
Peach,GA,677.2
Etowah,AL,677.2
Hutchinson,TX,679.6
Jackson,KY,682.3
Concordia,LA,682.3
Tippah,MS,682.3
Poinsett,AR,682.6
Bibb,GA,682.7
Coahoma,MS,683.8
Marion,AL,683.9
Wilkinson,MS,684.7
Butler,AL,685.8
Anderson,TX,686.5
Calcasieu,LA,689.1
Columbus,NC,689.2
Warren,MS,690
East Feliciana,LA,690.9
Polk,TX,691.2
Upson,GA,691.6
Lawrence,MS,692.7
Jackson,AL,693
Sunflower,MS,693.2
Jefferson,OK,693.3
Guam,GU,693.4
Union,FL,694.1
Pittsburg,OK,695.5
Crockett,TN,696.2
Beauregard,LA,696.5
Darlington,SC,696.8
Hardin,TN,700.6
Calhoun,AL,700.8
Randolph,AL,701.2
Candler,GA,701.9
Bell,KY,702.1
Harlan,KY,703.9
Crawford,MO,704
Marengo,AL,704.8
Seminole,OK,706.2
Lauderdale,TN,706.8
Whitley,KY,707.6
Marion,SC,708.2
Pushmataha,OK,708.4
Lake,TN,708.9
Perry,TN,708.9
St. Landry,LA,710.2
Holmes,MS,711.6
Powell,KY,712.4
Jefferson,AR,712.5
Humphreys,MS,712.6
Webster,MS,717.5
Leslie,KY,719.9
Tishomingo,MS,720.4
Claiborne,MS,721.1
Pemiscot,MO,724.2
Jefferson,MS,725.2
Iron,MO,726.2
Howard,TX,727.1
Sioux,ND,729.4
Wilcox,AL,729.5
Craig,OK,730.8
Martinsville,VA,738.9
Dallas,AL,739.3
Ottawa,OK,739.5
Cocke,TN,739.9
Owsley,KY,743.8
Hughes,OK,744
Panola,MS,745.4
Okfuskee,OK,745.5
Walker,GA,746.5
Monroe,KY,748.1
Bolivar,MS,748.4
Atoka,OK,749.9
Gallatin,KY,752.7
Perry,KY,756.2
Grenada,MS,762.5
Petersburg,VA,765.7
Lee,KY,769
Tensas,LA,771.3
Coal,OK,771.7
Ochiltree,TX,772.7
Choctaw,OK,772.9
Carroll,TN,776.7
Neshoba,MS,779.3
Roosevelt,MT,790.2
Muskogee,OK,791.5
Tunica,MS,800
Madison,LA,800.5
Jeff Davis,GA,808.4
Walker,AL,808.8
Breathitt,KY,820.9
Desha,AR,840.2
Marlboro,SC,844.1
Wolfe,KY,853.5
Covington,VA,860.9
Greensville,VA,867.7
Caldwell,LA,876.6
Washington,MO,878.7
Leflore,MS,880.5
Catahoula,LA,881.7
Franklin,LA,1202.6
