County,State, Value ,
Grant,OK, 48.10 ,  
Sierra,CA, 48.10 ,  
Bonner,ID, 48.10 ,  
Morris,KS, 48.10 ,  
Williamson,IL, 48.10 ,  
Tom Green,TX, 48.20 ,  
Taylor,TX, 48.20 ,  
Craig,VA, 48.20 ,  
Colorado,TX, 48.20 ,  
Grays Harbor,WA, 48.20 ,  
Yakima,WA, 48.20 ,  
Parmer,TX, 48.30 ,  
Warren,IL, 48.30 ,  
Kit Carson,CO, 48.30 ,  
Fresno,CA, 48.30 ,  
Lewis,NY, 48.30 ,  
Branch,MI, 48.30 ,  
Martin,MN, 48.30 ,  
St. Joseph,MI, 48.30 ,  
Kalkaska,MI, 48.40 ,  
Waldo,ME, 48.40 ,  
Perry,IL, 48.40 ,  
Johnson,IL, 48.40 ,  
Logan,KS, 48.50 ,  
Sherman,KS, 48.50 ,  
Clark,KY, 48.50 ,  
Canyon,ID, 48.50 ,  
Bannock,ID, 48.50 ,  
Jasper,GA, 48.50 ,  
Androscoggin,ME, 48.50 ,  
Van Buren,MI, 48.50 ,  
Deuel,NE, 48.50 ,  
Howard,MO, 48.50 ,  
Jackson,OR, 48.50 ,  
Comanche,OK, 48.50 ,  
Dallam,TX, 48.50 ,  
Burleson,TX, 48.50 ,  
Douglas,SD, 48.50 ,  
Liberty,TX, 48.60 ,  
Lubbock,TX, 48.60 ,  
Carroll,OH, 48.60 ,  
Harper,OK, 48.60 ,  
Adams,ND, 48.60 ,  
Gasconade,MO, 48.60 ,  
Jerome,ID, 48.60 ,  
Coffee,AL, 48.60 ,  
Seward,KS, 48.60 ,  
Morgan,IL, 48.60 ,  
Marshall,KS, 48.70 ,  
Saline,KS, 48.70 ,  
Glynn,GA, 48.70 ,  
Esmeralda,NV, 48.70 ,  
Thayer,NE, 48.70 ,  
Caledonia,VT, 48.70 ,  
Kane,UT, 48.70 ,  
Beadle,SD, 48.70 ,  
Hamilton,TN, 48.70 ,  
Pend Oreille,WA, 48.70 ,  
Adams,WA, 48.70 ,  
Clark,WI, 48.70 ,  
Kershaw,SC, 48.80 ,  
Red Willow,NE, 48.80 ,  
Yates,NY, 48.80 ,  
Columbia,PA, 48.80 ,  
Erie,PA, 48.80 ,  
Noble,OH, 48.80 ,  
Rock,NE, 48.80 ,  
Antelope,NE, 48.80 ,  
Bay,FL, 48.80 ,  
Greene,IA, 48.80 ,  
Perry,IN, 48.90 ,  
Washington,IN, 48.90 ,  
Edwards,IL, 48.90 ,  
Minidoka,ID, 48.90 ,  
Custer,MT, 48.90 ,  
Cherry,NE, 48.90 ,  
Cook,MN, 48.90 ,  
Freeborn,MN, 48.90 ,  
Gaston,NC, 48.90 ,  
Sioux,NE, 48.90 ,  
Cumberland,NJ, 48.90 ,  
Bon Homme,SD, 48.90 ,  
Tioga,PA, 49.00 ,  
Upshur,TX, 49.00 ,  
Lavaca,TX, 49.00 ,  
Grant,WA, 49.00 ,  
Westmoreland,VA, 49.00 ,  
Forsyth,NC, 49.00 ,  
Seneca,NY, 49.00 ,  
Sullivan,NY, 49.00 ,  
Lycoming,PA, 49.00 ,  
Hillsdale,MI, 49.00 ,  
Blaine,NE, 49.00 ,  
Cassia,ID, 49.00 ,  
Yuma,CO, 49.00 ,  
Phillips,CO, 49.00 ,  
St. Joseph,IN, 49.00 ,  
Des Moines,IA, 49.00 ,  
Morgan,CO, 49.10 ,  
Lake,CO, 49.10 ,  
Sheridan,MT, 49.10 ,  
Hubbard,MN, 49.10 ,  
Stanly,NC, 49.10 ,  
Franklin,NY, 49.10 ,  
Mercer,PA, 49.20 ,  
Faribault,MN, 49.20 ,  
Terrebonne,LA, 49.20 ,  
Nemaha,NE, 49.20 ,  
Camas,ID, 49.20 ,  
Chickasaw,IA, 49.20 ,  
Howard,IN, 49.20 ,  
Daviess,IN, 49.20 ,  
Anderson,KS, 49.20 ,  
Williamsburg,VA, 49.20 ,  
Clay,TX, 49.20 ,  
Fremont,WY, 49.30 ,  
Grant,KY, 49.30 ,  
Christian,IL, 49.30 ,  
McPherson,NE, 49.30 ,  
Daniels,MT, 49.30 ,  
Elk,PA, 49.30 ,  
Dewey,OK, 49.40 ,  
Griggs,ND, 49.40 ,  
Thomas,NE, 49.40 ,  
Ingham,MI, 49.40 ,  
Koochiching,MN, 49.40 ,  
Twin Falls,ID, 49.40 ,  
Allamakee,IA, 49.40 ,  
Monroe,IA, 49.40 ,  
Beauregard,LA, 49.40 ,  
Phillips,KS, 49.40 ,  
Logan,CO, 49.40 ,  
Wayne,PA, 49.40 ,  
Spink,SD, 49.50 ,  
Washakie,WY, 49.50 ,  
Clallam,WA, 49.50 ,  
Madera,CA, 49.50 ,  
Page,IA, 49.50 ,  
Fulton,IL, 49.50 ,  
Watonwan,MN, 49.50 ,  
Franklin,NC, 49.50 ,  
Craven,NC, 49.50 ,  
Catawba,NC, 49.50 ,  
Seneca,OH, 49.50 ,  
Juniata,PA, 49.50 ,  
Herkimer,NY, 49.60 ,  
Norman,MN, 49.60 ,  
Cass,MN, 49.60 ,  
Caroline,MD, 49.60 ,  
Madison,NE, 49.60 ,  
Schuyler,IL, 49.60 ,  
Davis,IA, 49.60 ,  
Audubon,IA, 49.60 ,  
Pike,IN, 49.60 ,  
Mitchell,KS, 49.60 ,  
Harrison,KY, 49.60 ,  
Pulaski,VA, 49.60 ,  
Southampton,VA, 49.60 ,  
Barron,WI, 49.60 ,  
Caldwell,TX, 49.60 ,  
Kingsbury,SD, 49.70 ,  
Brule,SD, 49.70 ,  
Carbon,UT, 49.70 ,  
Monongalia,WV, 49.70 ,  
Big Horn,WY, 49.70 ,  
Jefferson,LA, 49.70 ,  
Morton,KS, 49.70 ,  
Lee,IA, 49.70 ,  
Cumberland,IL, 49.70 ,  
Sweet Grass,MT, 49.70 ,  
Lac qui Parle,MN, 49.70 ,  
Umatilla,OR, 49.70 ,  
Garfield,OK, 49.80 ,  
Jackson,IA, 49.80 ,  
Floyd,IA, 49.80 ,  
Atchison,KS, 49.80 ,  
Lassen,CA, 49.80 ,  
Kern,CA, 49.80 ,  
Mesa,CO, 49.80 ,  
Yavapai,AZ, 49.80 ,  
Indian River,FL, 49.80 ,  
Middlesex,VA, 49.80 ,  
Beaver,UT, 49.80 ,  
Van Zandt,TX, 49.80 ,  
Campbell,VA, 49.90 ,  
Chaffee,CO, 49.90 ,  
Hamilton,KS, 49.90 ,  
Riley,KS, 49.90 ,  
Sheridan,KS, 49.90 ,  
Gallatin,KY, 49.90 ,  
Howard,IA, 49.90 ,  
Clinton,IA, 49.90 ,  
Keokuk,IA, 49.90 ,  
Clark,IL, 49.90 ,  
Clatsop,OR, 49.90 ,  
Greene,NY, 49.90 ,  
Broome,NY, 49.90 ,  
Lincoln,NV, 49.90 ,  
Otsego,NY, 50.00 ,  
Kittson,MN, 50.00 ,  
Wicomico,MD, 50.00 ,  
Bossier,LA, 50.00 ,  
Pinellas,FL, 50.00 ,  
Nez Perce,ID, 50.00 ,  
Essex,VA, 50.00 ,  
Marshall,TN, 50.00 ,  
Marquette,WI, 50.00 ,  
Newport News,VA, 50.10 ,  
Coryell,TX, 50.10 ,  
Boise,ID, 50.10 ,  
Lake,FL, 50.10 ,  
Jefferson,AL, 50.10 ,  
Huntington,IN, 50.10 ,  
Otsego,MI, 50.10 ,  
St. Louis,MN, 50.20 ,  
Flathead,MT, 50.20 ,  
Moniteau,MO, 50.20 ,  
Cape Girardeau,MO, 50.20 ,  
Steuben,NY, 50.20 ,  
Schoharie,NY, 50.20 ,  
Hettinger,ND, 50.20 ,  
Wabash,IL, 50.20 ,  
Clay,IN, 50.20 ,  
Marshall,KY, 50.20 ,  
Franklin,KS, 50.20 ,  
Davison,SD, 50.20 ,  
Shawano,WI, 50.20 ,  
Richland,WI, 50.30 ,  
Hampton,VA, 50.30 ,  
Douglas,WI, 50.30 ,  
Schuylkill,PA, 50.30 ,  
Scurry,TX, 50.30 ,  
Clay,KS, 50.30 ,  
Dickinson,KS, 50.30 ,  
Winnebago,IL, 50.30 ,  
Carroll,IL, 50.30 ,  
Tuscarawas,OH, 50.30 ,  
Noble,OK, 50.30 ,  
Niagara,NY, 50.30 ,  
Churchill,NV, 50.30 ,  
Johnson,MO, 50.30 ,  
Benzie,MI, 50.30 ,  
Antrim,MI, 50.40 ,  
Ionia,MI, 50.40 ,  
Traverse,MN, 50.40 ,  
Granville,NC, 50.40 ,  
Pender,NC, 50.40 ,  
Woods,OK, 50.40 ,  
Jennings,IN, 50.40 ,  
Rush,IN, 50.40 ,  
Ellsworth,KS, 50.40 ,  
Tuolumne,CA, 50.40 ,  
Codington,SD, 50.40 ,  
Green Lake,WI, 50.40 ,  
Kittitas,WA, 50.40 ,  
Aurora,SD, 50.50 ,  
Lawrence,SD, 50.50 ,  
Kerr,TX, 50.50 ,  
Haskell,KS, 50.50 ,  
Tama,IA, 50.50 ,  
East Baton Rouge,LA, 50.50 ,  
Buncombe,NC, 50.50 ,  
Essex,NY, 50.50 ,  
Bernalillo,NM, 50.60 ,  
Wasco,OR, 50.60 ,  
Bradford,PA, 50.60 ,  
Greene,PA, 50.60 ,  
Ashland,OH, 50.60 ,  
Red Lake,MN, 50.60 ,  
Palo Alto,IA, 50.60 ,  
O'Brien,IA, 50.60 ,  
Hardin,IA, 50.60 ,  
St. Clair,IL, 50.60 ,  
Cheyenne,CO, 50.60 ,  
Carroll,GA, 50.60 ,  
Rutland,VT, 50.60 ,  
Rockbridge,VA, 50.60 ,  
Klickitat,WA, 50.70 ,  
Bayfield,WI, 50.70 ,  
Osceola,FL, 50.70 ,  
Randolph,IL, 50.70 ,  
Henry,IA, 50.70 ,  
Taylor,IA, 50.70 ,  
George,MS, 50.70 ,  
Marquette,MI, 50.70 ,  
Chemung,NY, 50.70 ,  
Lincoln,NC, 50.70 ,  
Orleans,NY, 50.80 ,  
San Juan,NM, 50.80 ,  
Logan,ND, 50.80 ,  
Williams,OH, 50.80 ,  
Jackson,MI, 50.80 ,  
Jackson,MO, 50.80 ,  
Broadwater,MT, 50.80 ,  
Treasure,MT, 50.80 ,  
Calhoun,IA, 50.80 ,  
Putnam,IN, 50.90 ,  
Black Hawk,IA, 50.90 ,  
Flagler,FL, 50.90 ,  
Faulkner,AR, 50.90 ,  
Colfax,NE, 50.90 ,  
Pulaski,MO, 50.90 ,  
Polk,MN, 50.90 ,  
Linn,OR, 50.90 ,  
St. Lawrence,NY, 50.90 ,  
Oneida,WI, 50.90 ,  
Sevier,UT, 50.90 ,  
Grimes,TX, 50.90 ,  
Taylor,WI, 51.00 ,  
Vernon,WI, 51.00 ,  
Jackson,WI, 51.00 ,  
Carbon,PA, 51.00 ,  
Texas,OK, 51.00 ,  
Paulding,OH, 51.00 ,  
Stark,OH, 51.00 ,  
Towner,ND, 51.00 ,  
Pine,MN, 51.00 ,  
Swift,MN, 51.00 ,  
Kennebec,ME, 51.00 ,  
Logan,NE, 51.00 ,  
Banner,NE, 51.00 ,  
Leon,FL, 51.00 ,  
Martin,IN, 51.00 ,  
Rock Island,IL, 51.00 ,  
Champaign,IL, 51.00 ,  
Calhoun,IL, 51.00 ,  
Mercer,KY, 51.00 ,  
Lafayette,LA, 51.10 ,  
Adams,IL, 51.10 ,  
Jasper,IL, 51.10 ,  
Shelby,IL, 51.10 ,  
Burt,NE, 51.10 ,  
Emmet,MI, 51.10 ,  
Pipestone,MN, 51.10 ,  
Oklahoma,OK, 51.10 ,  
Washington,NY, 51.10 ,  
Harnett,NC, 51.10 ,  
Hyde,SD, 51.10 ,  
Custer,SD, 51.20 ,  
Sanborn,SD, 51.20 ,  
Blount,TN, 51.20 ,  
Maury,TN, 51.20 ,  
Saline,NE, 51.20 ,  
Newton,IN, 51.20 ,  
Daviess,KY, 51.20 ,  
Hodgeman,KS, 51.20 ,  
Brevard,FL, 51.20 ,  
Newton,GA, 51.20 ,  
Mariposa,CA, 51.20 ,  
Kings,CA, 51.30 ,  
Sutter,CA, 51.30 ,  
Orange,FL, 51.30 ,  
Clark,KS, 51.30 ,  
Pocahontas,IA, 51.30 ,  
Allen,IN, 51.30 ,  
Madison,MT, 51.30 ,  
Otter Tail,MN, 51.30 ,  
Kanabec,MN, 51.30 ,  
Grant,MN, 51.30 ,  
Lyon,NV, 51.30 ,  
Huron,OH, 51.30 ,  
Medina,TX, 51.30 ,  
Stevens,WA, 51.30 ,  
Montgomery,VA, 51.40 ,  
Appomattox,VA, 51.40 ,  
Erie,OH, 51.40 ,  
New Hanover,NC, 51.40 ,  
Morrison,MN, 51.40 ,  
Vermillion,IN, 51.40 ,  
Tippecanoe,IN, 51.40 ,  
Gove,KS, 51.40 ,  
Pratt,KS, 51.40 ,  
Montgomery,IN, 51.50 ,  
Jefferson,IN, 51.50 ,  
Crawford,IA, 51.50 ,  
Adams,IN, 51.50 ,  
Cass,MI, 51.50 ,  
Brunswick,NC, 51.50 ,  
Walsh,ND, 51.50 ,  
Brown,OH, 51.50 ,  
Ramsey,ND, 51.50 ,  
Tulsa,OK, 51.50 ,  
Pennington,SD, 51.50 ,  
Rock,WI, 51.60 ,  
Major,OK, 51.60 ,  
Carteret,NC, 51.60 ,  
Hampden,MA, 51.60 ,  
Itasca,MN, 51.60 ,  
Ralls,MO, 51.60 ,  
Whiteside,IL, 51.60 ,  
Wabash,IN, 51.60 ,  
Marion,KS, 51.60 ,  
Bingham,ID, 51.60 ,  
Hinsdale,CO, 51.70 ,  
Pendleton,KY, 51.70 ,  
Hancock,IL, 51.70 ,  
Chase,NE, 51.70 ,  
Clay,NE, 51.70 ,  
Dawson,NE, 51.70 ,  
Dodge,NE, 51.70 ,  
Chippewa,MN, 51.70 ,  
Ellis,OK, 51.70 ,  
Wells,ND, 51.70 ,  
San Patricio,TX, 51.70 ,  
Giles,VA, 51.80 ,  
Lee,TX, 51.80 ,  
Grayson,TX, 51.80 ,  
Hunt,TX, 51.80 ,  
Hutchinson,SD, 51.80 ,  
Surry,VA, 51.80 ,  
Cowlitz,WA, 51.80 ,  
Grand Forks,ND, 51.80 ,  
Cortland,NY, 51.80 ,  
Crow Wing,MN, 51.80 ,  
Brown,IL, 51.80 ,  
Effingham,IL, 51.80 ,  
Clark,IN, 51.80 ,  
Mahaska,IA, 51.80 ,  
Trimble,KY, 51.80 ,  
Henry,KY, 51.80 ,  
Finney,KS, 51.80 ,  
Manatee,FL, 51.80 ,  
Baker,FL, 51.90 ,  
Duval,FL, 51.90 ,  
Woodbury,IA, 51.90 ,  
Meade,KY, 51.90 ,  
Jackson,IN, 51.90 ,  
Ford,IL, 51.90 ,  
Perry,MO, 51.90 ,  
Garfield,WA, 51.90 ,  
Chelan,WA, 51.90 ,  
Howard,TX, 51.90 ,  
Gaines,TX, 51.90 ,  
Live Oak,TX, 52.00 ,  
Bennington,VT, 52.00 ,  
Providence,RI, 52.00 ,  
Richland,SC, 52.00 ,  
Bell,TX, 52.00 ,  
Decatur,IN, 52.00 ,  
Hardin,KY, 52.00 ,  
Jefferson,KY, 52.00 ,  
Kootenai,ID, 52.00 ,  
Custer,CO, 52.00 ,  
Archuleta,CO, 52.00 ,  
Lafayette,MO, 52.10 ,  
Merrick,NE, 52.10 ,  
Hamilton,NY, 52.10 ,  
Dickson,TN, 52.10 ,  
King and Queen,VA, 52.10 ,  
Young,TX, 52.10 ,  
Waupaca,WI, 52.10 ,  
Dunn,WI, 52.20 ,  
Eau Claire,WI, 52.20 ,  
Knox,TN, 52.20 ,  
Lea,NM, 52.20 ,  
Defiance,OH, 52.20 ,  
Summit,OH, 52.20 ,  
St. Clair,MI, 52.20 ,  
St. John the Baptist,LA, 52.20 ,  
Limestone,AL, 52.20 ,  
Lafourche,LA, 52.20 ,  
Sumner,KS, 52.20 ,  
Fayette,IA, 52.20 ,  
Buena Vista,IA, 52.30 ,  
Louisa,IA, 52.30 ,  
Noble,IN, 52.30 ,  
Ellis,KS, 52.30 ,  
Dillingham,AK, 52.30 ,  
Hall,NE, 52.30 ,  
Washington,OK, 52.30 ,  
Carson City,NV, 52.30 ,  
Moore,TX, 52.30 ,  
Franklin,VA, 52.40 ,  
Douglas,WA, 52.40 ,  
Oneida,NY, 52.40 ,  
Dixon,NE, 52.40 ,  
Murray,MN, 52.40 ,  
Poweshiek,IA, 52.40 ,  
Franklin,KY, 52.40 ,  
Peoria,IL, 52.40 ,  
Scott,IL, 52.40 ,  
Macoupin,IL, 52.50 ,  
Cameron,LA, 52.50 ,  
Bartow,GA, 52.50 ,  
Sandusky,OH, 52.50 ,  
Smith,TX, 52.50 ,  
Snyder,PA, 52.50 ,  
Hand,SD, 52.60 ,  
Lampasas,TX, 52.60 ,  
Wood,WI, 52.60 ,  
Van Wert,OH, 52.60 ,  
LaMoure,ND, 52.60 ,  
Oswego,NY, 52.60 ,  
Cheyenne,NE, 52.60 ,  
Pinal,AZ, 52.60 ,  
Mineral,CO, 52.60 ,  
Sedgwick,KS, 52.60 ,  
DeKalb,IN, 52.60 ,  
Chatham,GA, 52.70 ,  
Shiawassee,MI, 52.70 ,  
Pennington,MN, 52.70 ,  
Lenawee,MI, 52.70 ,  
Colonial Heights,VA, 52.70 ,  
Louisa,VA, 52.70 ,  
Mason,WA, 52.80 ,  
Boone,NE, 52.80 ,  
Boone,MO, 52.80 ,  
Wayne,NE, 52.80 ,  
Darke,OH, 52.80 ,  
LaPorte,IN, 52.80 ,  
Ottawa,KS, 52.80 ,  
Franklin,IA, 52.90 ,  
Portage,OH, 52.90 ,  
Cavalier,ND, 52.90 ,  
Charlevoix,MI, 52.90 ,  
Spokane,WA, 52.90 ,  
Buffalo,WI, 52.90 ,  
Calhoun,TX, 52.90 ,  
Brown,SD, 53.00 ,  
Northumberland,VA, 53.00 ,  
Sheridan,WY, 53.00 ,  
Lyon,MN, 53.00 ,  
Kandiyohi,MN, 53.00 ,  
Fillmore,NE, 53.00 ,  
Morrow,OH, 53.00 ,  
Shelby,IN, 53.00 ,  
Winnebago,IA, 53.00 ,  
Lee,FL, 53.00 ,  
Camden,GA, 53.10 ,  
Cerro Gordo,IA, 53.10 ,  
Logan,IL, 53.10 ,  
Trempealeau,WI, 53.10 ,  
Harding,SD, 53.10 ,  
Jackson,TX, 53.10 ,  
Washington,TX, 53.20 ,  
Bexar,TX, 53.20 ,  
Clinton,OH, 53.20 ,  
Callaway,MO, 53.20 ,  
Dakota,NE, 53.30 ,  
Mower,MN, 53.30 ,  
Jackson,MS, 53.30 ,  
Hamilton,OH, 53.30 ,  
Ida,IA, 53.30 ,  
Fayette,KY, 53.30 ,  
Winkler,TX, 53.30 ,  
Pepin,WI, 53.30 ,  
Jefferson,WA, 53.30 ,  
Lancaster,SC, 53.40 ,  
Adair,IA, 53.40 ,  
Bureau,IL, 53.40 ,  
Inyo,CA, 53.40 ,  
Knox,OH, 53.40 ,  
Clinton,NY, 53.40 ,  
Cayuga,NY, 53.40 ,  
Waseca,MN, 53.40 ,  
Mille Lacs,MN, 53.40 ,  
Kalamazoo,MI, 53.40 ,  
Andrew,MO, 53.40 ,  
Worcester,MD, 53.50 ,  
Beaver,OK, 53.50 ,  
Haines,AK, 53.50 ,  
Cherokee,IA, 53.50 ,  
Clay,IA, 53.50 ,  
Deuel,SD, 53.50 ,  
Ector,TX, 53.50 ,  
Nueces,TX, 53.60 ,  
Orange,TX, 53.60 ,  
Atascosa,TX, 53.60 ,  
Walla Walla,WA, 53.60 ,  
Manitowoc,WI, 53.60 ,  
Marshall,IA, 53.60 ,  
Lake,IN, 53.60 ,  
Bond,IL, 53.60 ,  
Coconino,AZ, 53.60 ,  
Plumas,CA, 53.60 ,  
Wayne,OH, 53.60 ,  
Morrow,OR, 53.60 ,  
Henderson,NC, 53.60 ,  
Knox,ME, 53.60 ,  
Benton,MN, 53.70 ,  
Barnes,ND, 53.70 ,  
Alfalfa,OK, 53.70 ,  
McHenry,ND, 53.70 ,  
Northwest Arctic,AK, 53.70 ,  
Catoosa,GA, 53.70 ,  
Polk,WI, 53.70 ,  
Fredericksburg,VA, 53.70 ,  
Victoria,TX, 53.70 ,  
Fayette,TX, 53.80 ,  
Shenandoah,VA, 53.80 ,  
Gunnison,CO, 53.80 ,  
Marshall,IN, 53.80 ,  
Jasper,IA, 53.80 ,  
Clayton,IA, 53.80 ,  
Thomas,KS, 53.80 ,  
Stutsman,ND, 53.80 ,  
Logan,OH, 53.80 ,  
Blue Earth,MN, 53.80 ,  
Carbon,MT, 53.80 ,  
Rosebud,MT, 53.90 ,  
Cedar,NE, 53.90 ,  
Hancock,ME, 53.90 ,  
Hood River,OR, 53.90 ,  
Polk,NE, 53.90 ,  
Fremont,IA, 53.90 ,  
Clinton,IN, 53.90 ,  
Lincoln,WA, 53.90 ,  
Hutchinson,TX, 53.90 ,  
Marshall,SD, 54.00 ,  
Kent,DE, 54.00 ,  
York,NE, 54.00 ,  
Dickey,ND, 54.00 ,  
Slope,ND, 54.00 ,  
Lincoln,ME, 54.00 ,  
Holt,NE, 54.10 ,  
Broward,FL, 54.10 ,  
Stanislaus,CA, 54.10 ,  
Steuben,IN, 54.10 ,  
Jo Daviess,IL, 54.20 ,  
Moffat,CO, 54.20 ,  
Jones,GA, 54.20 ,  
Fallon,MT, 54.20 ,  
Kent,MD, 54.20 ,  
Foster,ND, 54.20 ,  
Davie,NC, 54.20 ,  
Erie,NY, 54.20 ,  
Genesee,NY, 54.20 ,  
Potter,SD, 54.20 ,  
Oldham,TX, 54.20 ,  
Lipscomb,TX, 54.20 ,  
Wahkiakum,WA, 54.20 ,  
Nelson,VA, 54.20 ,  
Orange,VT, 54.30 ,  
Livingston,NY, 54.30 ,  
Durham,NC, 54.30 ,  
Logan,OK, 54.30 ,  
Christian,MO, 54.30 ,  
Livingston,IL, 54.30 ,  
Humboldt,IA, 54.30 ,  
Ohio,IN, 54.40 ,  
Franklin,ID, 54.40 ,  
Grant,AR, 54.40 ,  
Wilkin,MN, 54.40 ,  
Bottineau,ND, 54.40 ,  
Dallas,TX, 54.40 ,  
Lincoln,WI, 54.50 ,  
Moore,NC, 54.50 ,  
Clark,NV, 54.50 ,  
West Baton Rouge,LA, 54.50 ,  
Autauga,AL, 54.50 ,  
Hillsborough,FL, 54.50 ,  
Elmore,AL, 54.60 ,  
Kankakee,IL, 54.60 ,  
Elkhart,IN, 54.60 ,  
Worth,IA, 54.60 ,  
Washington,MD, 54.60 ,  
Roger Mills,OK, 54.60 ,  
Platte,WY, 54.60 ,  
Sully,SD, 54.60 ,  
Emery,UT, 54.60 ,  
Yankton,SD, 54.70 ,  
Tipton,TN, 54.70 ,  
Davidson,TN, 54.70 ,  
Chippewa,WI, 54.70 ,  
Beaver,PA, 54.70 ,  
Monroe,NY, 54.70 ,  
Marshall,MN, 54.70 ,  
Sac,IA, 54.70 ,  
Gibson,IN, 54.70 ,  
Walton,FL, 54.70 ,  
Hawaii,HI, 54.70 ,  
Marshall,IL, 54.80 ,  
Osage,KS, 54.80 ,  
Warren,MO, 54.80 ,  
Howard,NE, 54.80 ,  
Kings,NY, 54.80 ,  
White Pine,NV, 54.80 ,  
Dinwiddie,VA, 54.80 ,  
Sutton,TX, 54.80 ,  
Daggett,UT, 54.80 ,  
Washington,UT, 54.90 ,  
Moore,TN, 54.90 ,  
Armstrong,TX, 54.90 ,  
Montour,PA, 54.90 ,  
Essex,NJ, 54.90 ,  
Redwood,MN, 54.90 ,  
De Witt,IL, 54.90 ,  
Whitley,IN, 54.90 ,  
Barrow,GA, 54.90 ,  
Colusa,CA, 54.90 ,  
Butler,IA, 55.00 ,  
Jessamine,KY, 55.00 ,  
Otoe,NE, 55.00 ,  
Lorain,OH, 55.00 ,  
Meade,SD, 55.00 ,  
Grant,SD, 55.10 ,  
Portage,WI, 55.10 ,  
Traill,ND, 55.10 ,  
Frontier,NE, 55.10 ,  
Kossuth,IA, 55.10 ,  
Mitchell,IA, 55.10 ,  
Ripley,IN, 55.10 ,  
Sangamon,IL, 55.10 ,  
Sarasota,FL, 55.10 ,  
Caribou,ID, 55.20 ,  
Jones,IA, 55.20 ,  
Eddy,ND, 55.20 ,  
Polk,OR, 55.20 ,  
Johnston,NC, 55.20 ,  
La Crosse,WI, 55.20 ,  
Goliad,TX, 55.30 ,  
Butler,NE, 55.30 ,  
Dawson,MT, 55.30 ,  
Douglas,MN, 55.30 ,  
Harrison,IA, 55.30 ,  
Henry,IL, 55.30 ,  
Nemaha,KS, 55.30 ,  
Wichita,KS, 55.30 ,  
Walton,GA, 55.30 ,  
Hall,GA, 55.30 ,  
Morgan,GA, 55.30 ,  
Jackson,GA, 55.40 ,  
Shawnee,KS, 55.40 ,  
Douglas,KS, 55.40 ,  
Pottawattamie,IA, 55.40 ,  
Osceola,IA, 55.40 ,  
Gosper,NE, 55.40 ,  
Caroline,VA, 55.40 ,  
Shackelford,TX, 55.40 ,  
Montgomery,TN, 55.40 ,  
Edmunds,SD, 55.50 ,  
Greenville,SC, 55.50 ,  
Franklin,MO, 55.50 ,  
Guthrie,IA, 55.50 ,  
Warren,IN, 55.50 ,  
Lee,IL, 55.60 ,  
Story,IA, 55.60 ,  
Monroe,GA, 55.60 ,  
Pierce,NE, 55.60 ,  
Tioga,NY, 55.60 ,  
Grady,OK, 55.60 ,  
Wyandot,OH, 55.60 ,  
Sheboygan,WI, 55.60 ,  
Moody,SD, 55.70 ,  
Millard,UT, 55.70 ,  
Bedford,VA, 55.70 ,  
Atlantic,NJ, 55.70 ,  
Yellow Medicine,MN, 55.70 ,  
Carroll,IN, 55.70 ,  
Becker,MN, 55.80 ,  
Grant,NE, 55.80 ,  
Osage,MO, 55.80 ,  
Cole,MO, 55.80 ,  
Tompkins,NY, 55.80 ,  
Warren,NY, 55.80 ,  
Washington,VT, 55.80 ,  
Sherman,TX, 55.80 ,  
Wyoming,PA, 55.80 ,  
Skamania,WA, 55.80 ,  
Bandera,TX, 55.90 ,  
Burnet,TX, 55.90 ,  
Grand,UT, 55.90 ,  
Roseau,MN, 55.90 ,  
Douglas,IL, 55.90 ,  
Lucas,IA, 55.90 ,  
Martin,FL, 55.90 ,  
Nome,AK, 56.00 ,  
Kosciusko,IN, 56.00 ,  
Jasper,IN, 56.00 ,  
Plaquemines,LA, 56.00 ,  
Brown,MN, 56.00 ,  
Berkshire,MA, 56.00 ,  
Marion,OR, 56.00 ,  
Austin,TX, 56.00 ,  
Lafayette,WI, 56.10 ,  
Allegheny,PA, 56.10 ,  
Franklin,OH, 56.10 ,  
Wyoming,NY, 56.10 ,  
Salem,NJ, 56.10 ,  
Lapeer,MI, 56.10 ,  
Nobles,MN, 56.10 ,  
Wells,IN, 56.10 ,  
DeKalb,GA, 56.10 ,  
Wakulla,FL, 56.20 ,  
San Bernardino,CA, 56.20 ,  
Lonoke,AR, 56.20 ,  
Nelson,KY, 56.20 ,  
Scott,IA, 56.20 ,  
Champaign,OH, 56.20 ,  
Benton,OR, 56.20 ,  
Marathon,WI, 56.20 ,  
Racine,WI, 56.20 ,  
Lamoille,VT, 56.20 ,  
Amelia,VA, 56.20 ,  
Upton,TX, 56.30 ,  
Johnson,WY, 56.30 ,  
Door,WI, 56.30 ,  
Iredell,NC, 56.30 ,  
Carroll,IA, 56.30 ,  
Madison,IL, 56.30 ,  
Brown,IN, 56.30 ,  
Stark,IL, 56.40 ,  
Dare,NC, 56.40 ,  
Hancock,OH, 56.40 ,  
Cuming,NE, 56.40 ,  
Monroe,WI, 56.40 ,  
Waller,TX, 56.40 ,  
Duchesne,UT, 56.40 ,  
Harris,TX, 56.40 ,  
Bastrop,TX, 56.40 ,  
Westmoreland,PA, 56.50 ,  
Box Butte,NE, 56.50 ,  
Winona,MN, 56.50 ,  
Franklin,MA, 56.50 ,  
West Feliciana,LA, 56.50 ,  
Fulton,OH, 56.50 ,  
