County,State,Value,
Blaine,NE,1.1,  
Denali,AK,1.3,  
Loup,NE,1.7,  
Falls Church,VA,1.8,  
Rich,UT,1.9,  
Petroleum,MT,1.9,  
Los Alamos,NM,2,  
Gilpin,CO,2,  
Ouray,CO,2,  
Clear Creek,CO,2.1,  
Douglas,CO,2.1,  
Morgan,UT,2.8,  
Grant,NE,2.9,  
Gallatin,MT,3.2,  
Story,IA,3.2,  
Delaware,OH,3.3,  
Dukes,MA,3.4,  
Haines,AK,3.4,  
San Juan,CO,3.5,  
Garfield,WA,3.5,  
Park,CO,3.6,  
Mineral,CO,3.6,  
Elbert,CO,3.7,  
Judith Basin,MT,3.7,  
Steele,ND,3.8,  
Latah,ID,3.8,  
Hamilton,IN,3.8,  
Ozaukee,WI,3.8,  
Albany,WY,3.8,  
Sublette,WY,3.8,  
St. Croix,WI,3.9,  
San Juan,WA,3.9,  
Brookings,SD,3.9,  
Routt,CO,3.9,  
Washington,NE,3.9,  
Garfield,NE,3.9,  
Frontier,NE,3.9,  
Carver,MN,3.9,  
Washington,MN,3.9,  
Juneau,AK,4,  
Waukesha,WI,4,  
Poquoson,VA,4.1,  
Valdez-Cordova,AK,4.1,  
Bremer,IA,4.1,  
Riley,KS,4.1,  
Cook,MN,4.1,  
Lake,MN,4.2,  
Fallon,MT,4.2,  
McLean,IL,4.2,  
Larimer,CO,4.2,  
Broomfield,CO,4.2,  
Gunnison,CO,4.3,  
Johnson,KS,4.3,  
Warren,IA,4.3,  
Banner,NE,4.3,  
Park,MT,4.3,  
Prairie,MT,4.3,  
Barnstable,MA,4.4,  
Adams,ND,4.4,  
Dickinson,IA,4.4,  
Dane,WI,4.4,  
Davis,UT,4.4,  
Williamson,TN,4.5,  
Whitman,WA,4.6,  
Johnson,WY,4.6,  
Dallas,IA,4.6,  
Madison,ID,4.6,  
Kiowa,CO,4.6,  
Grand,CO,4.6,  
Benton,OR,4.6,  
Livingston,MI,4.6,  
Howard,MD,4.7,  
Stillwater,MT,4.7,  
Pitkin,CO,4.7,  
Douglas,KS,4.7,  
Mitchell,KS,4.7,  
Sheridan,WY,4.7,  
Thomas,KS,4.8,  
Monroe,IL,4.8,  
Grundy,IA,4.8,  
La Plata,CO,4.8,  
Cass,NE,4.8,  
Dawes,NE,4.8,  
Lewis and Clark,MT,4.8,  
Platte,MO,4.8,  
Leelanau,MI,4.8,  
Sarpy,NE,4.8,  
Catron,NM,4.8,  
Wayne,NE,4.9,  
Washtenaw,MI,4.9,  
Arthur,NE,4.9,  
Powder River,MT,4.9,  
Missoula,MT,4.9,  
Teller,CO,4.9,  
Johnson,IA,4.9,  
Champaign,IL,4.9,  
Republic,KS,4.9,  
Park,WY,4.9,  
Teton,WY,4.9,  
Daggett,UT,4.9,  
Sully,SD,5,  
Clay,SD,5,  
Lincoln,SD,5,  
Jackson,KS,5,  
Rockingham,NH,5,  
Hunterdon,NJ,5.1,  
Cheyenne,NE,5.1,  
Scott,MN,5.1,  
Sagadahoc,ME,5.1,  
Miami,KS,5.1,  
Kossuth,IA,5.1,  
Fayette,GA,5.1,  
Island,WA,5.1,  
Jefferson,IA,5.2,  
Ottawa,KS,5.2,  
Sherman,KS,5.2,  
Jewell,KS,5.2,  
Douglas,MN,5.2,  
Jefferson,MT,5.2,  
Wheeler,NE,5.2,  
Garden,NE,5.2,  
Storey,NV,5.3,  
Dakota,MN,5.3,  
Dodge,MN,5.3,  
Clay,MN,5.3,  
Cumberland,ME,5.3,  
Grand Traverse,MI,5.3,  
Keweenaw,MI,5.3,  
Pottawatomie,KS,5.3,  
Winneshiek,IA,5.3,  
Linn,IA,5.3,  
Ada,ID,5.3,  
Meade,SD,5.3,  
Boulder,CO,5.4,  
Fairbanks North Star,AK,5.4,  
Piatt,IL,5.4,  
Woodford,IL,5.4,  
Rawlins,KS,5.4,  
Marquette,MI,5.4,  
Beaverhead,MT,5.4,  
Hooker,NE,5.4,  
Tompkins,NY,5.5,  
Broadwater,MT,5.5,  
St. Charles,MO,5.5,  
Sherburne,MN,5.5,  
Olmsted,MN,5.5,  
Hampshire,MA,5.5,  
Placer,CA,5.5,  
Borden,TX,5.5,  
Jefferson,WA,5.5,  
Pierce,WI,5.5,  
Washington,WI,5.6,  
Bayfield,WI,5.6,  
St. Johns,FL,5.6,  
Palo Alto,IA,5.6,  
Valley,ID,5.6,  
Madison,IA,5.6,  
Wright,MN,5.6,  
Blue Earth,MN,5.6,  
Sussex,NJ,5.6,  
Somerset,NJ,5.7,  
Pierce,NE,5.7,  
Cass,ND,5.7,  
Grand Forks,ND,5.7,  
Flathead,MT,5.7,  
Gosper,NE,5.7,  
Oconee,GA,5.7,  
Jefferson,CO,5.7,  
Kitsap,WA,5.7,  
James City,VA,5.7,  
Williamsburg,VA,5.8,  
La Crosse,WI,5.8,  
Cedar,IA,5.8,  
Lincoln,KS,5.8,  
Boyd,NE,5.8,  
Daniels,MT,5.8,  
Houston,MN,5.8,  
Clinton,MI,5.8,  
Hancock,ME,5.8,  
Wood,OH,5.8,  
Allegheny,PA,5.9,  
Butler,PA,5.9,  
Red Willow,NE,5.9,  
Nantucket,MA,5.9,  
Valley,MT,5.9,  
Seminole,FL,5.9,  
Tolland,CT,5.9,  
York,VA,5.9,  
Montgomery,PA,5.9,  
Washington,RI,6,  
Utah,UT,6,  
Middlesex,CT,6,  
Adair,IA,6,  
Sweet Grass,MT,6,  
Garfield,MT,6,  
Emmet,MI,6,  
Chisago,MN,6,  
Kearney,NE,6,  
York,NE,6,  
Morris,NJ,6,  
Medina,OH,6,  
Thomas,NE,6.1,  
Nemaha,NE,6.1,  
Saratoga,NY,6.1,  
Carlton,MN,6.1,  
Norfolk,MA,6.1,  
Carbon,MT,6.1,  
McCone,MT,6.1,  
Madison,MT,6.1,  
Hancock,IN,6.1,  
Chittenden,VT,6.1,  
Arlington,VA,6.1,  
Harding,SD,6.1,  
Iowa,WI,6.1,  
Door,WI,6.2,  
Outagamie,WI,6.2,  
Thurston,WA,6.2,  
King George,VA,6.2,  
Custer,SD,6.2,  
Lawrence,SD,6.2,  
Grand Isle,VT,6.2,  
Kane,UT,6.2,  
Irion,TX,6.2,  
Adams,IA,6.2,  
Boone,IA,6.2,  
Boone,NE,6.2,  
Buffalo,NE,6.2,  
Fergus,MT,6.2,  
Dickinson,MI,6.2,  
Kalamazoo,MI,6.2,  
Calvert,MD,6.2,  
Goodhue,MN,6.2,  
Anoka,MN,6.3,  
Midland,MI,6.3,  
Oakland,MI,6.3,  
Pope,MN,6.3,  
Knox,ME,6.3,  
Rock,NE,6.3,  
Burleigh,ND,6.3,  
Bucks,PA,6.3,  
Boone,IN,6.3,  
Bear Lake,ID,6.3,  
Custer,CO,6.3,  
El Paso,CO,6.3,  
Summit,UT,6.3,  
Washington,VT,6.3,  
Stafford,VA,6.3,  
Iron,WI,6.3,  
Douglas,WI,6.4,  
Calumet,WI,6.4,  
Collin,TX,6.4,  
Westmoreland,PA,6.4,  
Plumas,CA,6.4,  
San Miguel,CO,6.4,  
Ida,IA,6.4,  
Hendricks,IN,6.4,  
Posey,IN,6.4,  
Hamilton,NE,6.4,  
Eaton,MI,6.4,  
Delta,MI,6.4,  
Charlevoix,MI,6.4,  
St. Louis,MN,6.4,  
Treasure,MT,6.4,  
Chouteau,MT,6.5,  
Boone,MO,6.5,  
Nicollet,MN,6.5,  
Douglas,NV,6.5,  
Centre,PA,6.5,  
Deschutes,OR,6.5,  
Renville,ND,6.5,  
Ward,ND,6.5,  
Auglaize,OH,6.5,  
Cerro Gordo,IA,6.5,  
Lane,KS,6.5,  
Oldham,KY,6.5,  
Boise,ID,6.5,  
Nevada,CA,6.5,  
Sitka,AK,6.5,  
Fall River,SD,6.5,  
Pennington,SD,6.5,  
Box Elder,UT,6.5,  
Portage,WI,6.5,  
Loudoun,VA,6.5,  
Virginia Beach,VA,6.6,  
Spokane,WA,6.6,  
Anchorage,AK,6.6,  
Summit,CO,6.6,  
Sheridan,KS,6.6,  
Clark,KS,6.6,  
Clay,IA,6.6,  
Hancock,IA,6.6,  
Towner,ND,6.6,  
Carroll,NH,6.6,  
Polk,NE,6.6,  
Phelps,NE,6.6,  
Burlington,NJ,6.6,  
Itasca,MN,6.6,  
Crow Wing,MN,6.6,  
Cedar,NE,6.6,  
Red Lake,MN,6.7,  
Lac qui Parle,MN,6.7,  
Merrimack,NH,6.7,  
Lancaster,NE,6.7,  
Grundy,IL,6.7,  
Brown,KS,6.7,  
Graham,KS,6.7,  
Wabaunsee,KS,6.7,  
Dunn,WI,6.7,  
Cache,UT,6.7,  
Emery,UT,6.7,  
Newport,RI,6.7,  
Lake,SD,6.8,  
Eau Claire,WI,6.8,  
Laramie,WY,6.8,  
Trego,KS,6.8,  
Smith,KS,6.8,  
Phillips,KS,6.8,  
Ellis,KS,6.8,  
Marion,IA,6.8,  
Leon,FL,6.8,  
Marin,CA,6.8,  
Ontario,NY,6.8,  
Dare,NC,6.8,  
Warren,OH,6.8,  
Clackamas,OR,6.8,  
Golden Valley,MT,6.8,  
St. Louis,MO,6.8,  
Greeley,NE,6.9,  
Lincoln,NE,6.9,  
Nuckolls,NE,6.9,  
Saunders,NE,6.9,  
Kingman,KS,6.9,  
Jasper,IA,6.9,  
Polk,WI,6.9,  
Stanley,SD,6.9,  
Carson,TX,6.9,  
Kendall,TX,6.9,  
Williamson,TX,7,  
Wasatch,UT,7,  
Calhoun,IA,7,  
Buchanan,IA,7,  
Warrick,IN,7,  
Washington,CO,7,  
Seward,NE,7,  
Merrick,NE,7,  
Teton,MT,7,  
Hennepin,MN,7,  
Lincoln,ME,7,  
Waldo,ME,7.1,  
Harford,MD,7.1,  
Yellowstone,MT,7.1,  
Richland,MT,7.1,  
Clay,MO,7.1,  
Keya Paha,NE,7.1,  
Cheshire,NH,7.1,  
Sherman,OR,7.1,  
Chester,PA,7.1,  
Wheeler,OR,7.1,  
Wallowa,OR,7.1,  
El Dorado,CA,7.1,  
Sierra,CA,7.1,  
Kootenai,ID,7.1,  
McDonough,IL,7.1,  
Marshall,IL,7.1,  
Turner,SD,7.1,  
Hanover,VA,7.1,  
Lincoln,WY,7.1,  
Columbia,WI,7.2,  
Addison,VT,7.2,  
Roberts,TX,7.2,  
McHenry,IL,7.2,  
Tazewell,IL,7.2,  
Benton,IA,7.2,  
Fremont,IA,7.2,  
Geary,KS,7.2,  
Hinsdale,CO,7.2,  
Greene,OH,7.2,  
Hitchcock,NE,7.2,  
Monmouth,NJ,7.2,  
Putnam,NY,7.2,  
Middlesex,MA,7.2,  
Franklin,MA,7.2,  
Kittson,MN,7.2,  
Wilkin,MN,7.2,  
Winona,MN,7.2,  
Waseca,MN,7.2,  
Grant,MN,7.2,  
Hubbard,MN,7.3,  
Ontonagon,MI,7.3,  
Plymouth,MA,7.3,  
Charles,MD,7.3,  
York,ME,7.3,  
Clinton,MO,7.3,  
Valley,NE,7.3,  
Putnam,OH,7.3,  
Mercer,OH,7.3,  
Union,OR,7.3,  
Beaver,PA,7.3,  
Delaware,PA,7.3,  
Chattahoochee,GA,7.3,  
Poweshiek,IA,7.3,  
Marshall,KS,7.3,  
Boone,KY,7.3,  
Lucas,IA,7.3,  
Scott,IL,7.3,  
Teton,ID,7.3,  
DeKalb,IL,7.3,  
Hyde,SD,7.3,  
Beaufort,SC,7.3,  
King,WA,7.3,  
New Kent,VA,7.4,  
Florence,WI,7.4,  
Burnett,WI,7.4,  
Vilas,WI,7.4,  
Crook,WY,7.4,  
Wood,WI,7.4,  
Hamlin,SD,7.4,  
Hancock,IL,7.4,  
Menard,IL,7.4,  
Hamilton,IA,7.4,  
Carroll,IA,7.4,  
Hodgeman,KS,7.4,  
Jefferson,KS,7.4,  
Plymouth,IA,7.4,  
Mills,IA,7.4,  
Barber,KS,7.4,  
Coffey,KS,7.4,  
Cheyenne,KS,7.4,  
Bristol Bay,AK,7.4,  
Kenai Peninsula,AK,7.4,  
Williams,ND,7.4,  
Sherman,NE,7.4,  
Sioux,NE,7.4,  
Albany,NY,7.4,  
Orange,NC,7.4,  
Nodaway,MO,7.4,  
Dawson,MT,7.4,  
Frederick,MD,7.4,  
Becker,MN,7.4,  
Koochiching,MN,7.4,  
Martin,MN,7.5,  
Pennington,MN,7.5,  
Steele,MN,7.5,  
Franklin,ME,7.5,  
Benzie,MI,7.5,  
Custer,NE,7.5,  
Grafton,NH,7.5,  
Gloucester,NJ,7.5,  
Logan,NE,7.5,  
Traill,ND,7.5,  
Wake,NC,7.5,  
Hancock,OH,7.5,  
Sarasota,FL,7.5,  
Forsyth,GA,7.5,  
Comanche,KS,7.5,  
Nemaha,KS,7.5,  
Iowa,IA,7.5,  
Putnam,IL,7.5,  
Windsor,VT,7.5,  
Botetourt,VA,7.5,  
Iron,UT,7.5,  
Hot Springs,WY,7.5,  
Chippewa,WI,7.5,  
Green,WI,7.5,  
Kewaunee,WI,7.6,  
Sheboygan,WI,7.6,  
Winnebago,WI,7.6,  
Platte,WY,7.6,  
Juab,UT,7.6,  
Windham,VT,7.6,  
Washington,UT,7.6,  
Lamoille,VT,7.6,  
Hand,SD,7.6,  
Hanson,SD,7.6,  
Potter,SD,7.6,  
Sangamon,IL,7.6,  
DuPage,IL,7.6,  
Guthrie,IA,7.6,  
Butler,IA,7.6,  
Atchison,KS,7.6,  
Allen,KS,7.6,  
O'Brien,IA,7.6,  
Scott,IA,7.6,  
Henry,OH,7.6,  
McKenzie,ND,7.6,  
Belknap,NH,7.6,  
Strafford,NH,7.6,  
Cass,MO,7.6,  
Ingham,MI,7.6,  
Stevens,MN,7.6,  
Wabasha,MN,7.6,  
Lyon,MN,7.6,  
Jackson,MN,7.6,  
Meeker,MN,7.7,  
Gogebic,MI,7.7,  
Brown,NE,7.7,  
New Hanover,NC,7.7,  
Sargent,ND,7.7,  
Worth,IA,7.7,  
Butler,KS,7.7,  
Greene,IA,7.7,  
Dubuque,IA,7.7,  
Jones,IA,7.7,  
Keokuk,IA,7.7,  
Lee,IA,7.7,  
Porter,IN,7.7,  
Madison,IL,7.7,  
Hawaii,HI,7.7,  
Columbia,GA,7.7,  
Arapahoe,CO,7.7,  
Jones,SD,7.7,  
Washington,PA,7.7,  
Oneida,WI,7.7,  
Whatcom,WA,7.7,  
Fairfax City,VA,7.8,  
Natrona,WY,7.8,  
Comal,TX,7.8,  
Rio Blanco,CO,7.8,  
Mercer,IL,7.8,  
Clay,KS,7.8,  
Ottawa,OH,7.8,  
Howard,NE,7.8,  
Cherry,NE,7.8,  
Meagher,MT,7.8,  
Carroll,MD,7.8,  
Roseau,MN,7.8,  
Benton,MN,7.8,  
Ottawa,MI,7.8,  
Shiawassee,MI,7.8,  
Menominee,MI,7.8,  
McLeod,MN,7.9,  
Fillmore,NE,7.9,  
Franklin,NE,7.9,  
Custer,MT,7.9,  
Holt,NE,7.9,  
Lake,OH,7.9,  
Union,OH,7.9,  
Van Wert,OH,7.9,  
Sac,IA,7.9,  
Pocahontas,IA,7.9,  
Sumner,KS,7.9,  
Shelby,IL,7.9,  
Washington,IL,7.9,  
Effingham,IL,7.9,  
Jackson,IL,7.9,  
Henry,IA,7.9,  
Alachua,FL,7.9,  
Maui,HI,7.9,  
Butte,ID,7.9,  
Matanuska-Susitna,AK,7.9,  
Shelby,AL,7.9,  
Orange,VT,7.9,  
Warren,PA,7.9,  
Wyoming,PA,7.9,  
Faulk,SD,7.9,  
Brown,SD,7.9,  
Roanoke,VA,7.9,  
Ohio,WV,7.9,  
Washburn,WI,7.9,  
Montgomery,VA,8,  
Fairfax,VA,8,  
Chesapeake,VA,8,  
Clallam,WA,8,  
Clark,WA,8,  
Spink,SD,8,  
Denton,TX,8,  
Caribou,ID,8,  
Bannock,ID,8,  
Litchfield,CT,8,  
Des Moines,IA,8,  
Harrison,IA,8,  
Jo Daviess,IL,8,  
Nez Perce,ID,8,  
Kendall,IL,8,  
Osborne,KS,8,  
Ringgold,IA,8,  
Chase,KS,8,  
Franklin,KS,8,  
Cavalier,ND,8,  
Elk,PA,8,  
Canadian,OK,8,  
Stanton,NE,8,  
Thayer,NE,8,  
Bergen,NJ,8,  
Butler,NE,8,  
Johnson,MO,8,  
Stearns,MN,8,  
Anne Arundel,MD,8,  
Houghton,MI,8,  
Isabella,MI,8,  
Barry,MI,8,  
Queen Anne's,MD,8.1,  
Iron,MI,8.1,  
Mason,MI,8.1,  
Cascade,MT,8.1,  
Webster,NE,8.1,  
Cumberland,PA,8.1,  
Portage,OH,8.1,  
Fairfield,OH,8.1,  
Gove,KS,8.1,  
Washington,KS,8.1,  
Neosho,KS,8.1,  
Mahaska,IA,8.1,  
Monroe,IN,8.1,  
New London,CT,8.1,  
Flagler,FL,8.1,  
Ketchikan Gateway,AK,8.1,  
Yakutat,AK,8.1,  
Tooele,UT,8.1,  
Minnehaha,SD,8.1,  
Chesterfield,VA,8.1,  
Putnam,WV,8.1,  
Snohomish,WA,8.1,  
Weston,WY,8.1,  
Uinta,WY,8.2,  
Marathon,WI,8.2,  
Ashland,WI,8.2,  
Fond du Lac,WI,8.2,  
Montgomery,TN,8.2,  
Rutland,VT,8.2,  
Kauai,HI,8.2,  
Humboldt,IA,8.2,  
Hardin,IA,8.2,  
Pratt,KS,8.2,  
Hillsborough,NH,8.2,  
Rensselaer,NY,8.2,  
Sheridan,MT,8.2,  
Box Butte,NE,8.3,  
Christian,MO,8.3,  
Brown,MN,8.3,  
Isanti,MN,8.3,  
Warren,NY,8.3,  
Bowman,ND,8.3,  
Morton,ND,8.3,  
Nelson,ND,8.3,  
Grant,OK,8.3,  
Rogers,OK,8.3,  
Clinton,IA,8.3,  
Johnson,IN,8.3,  
Adams,IL,8.3,  
Fulton,GA,8.3,  
Brevard,FL,8.3,  
Rockwall,TX,8.3,  
Randall,TX,8.3,  
Perkins,SD,8.3,  
Codington,SD,8.3,  
Buffalo,WI,8.3,  
Grant,WI,8.3,  
Pepin,WI,8.3,  
Monongalia,WV,8.3,  
Fluvanna,VA,8.3,  
Pike,PA,8.4,  
Sumter,FL,8.4,  
Okaloosa,FL,8.4,  
Chaffee,CO,8.4,  
De Witt,IL,8.4,  
Shawnee,KS,8.4,  
Logan,KS,8.4,  
Leavenworth,KS,8.4,  
Winnebago,IA,8.4,  
Mountrail,ND,8.4,  
Erie,OH,8.4,  
Knox,NE,8.4,  
Keith,NE,8.4,  
Otsego,MI,8.4,  
Le Sueur,MN,8.4,  
Lincoln,MN,8.5,  
Greene,MO,8.5,  
Richardson,NE,8.5,  
Bottineau,ND,8.5,  
Lane,OR,8.5,  
Clatsop,OR,8.5,  
Wallace,KS,8.5,  
Clark,IL,8.5,  
Carroll,IL,8.5,  
Morgan,IL,8.5,  
Jackson,IA,8.5,  
Southeast Fairbanks,AK,8.5,  
Bryan,GA,8.5,  
Camden,GA,8.5,  
Bonneville,ID,8.5,  
Kent,RI,8.5,  
Wahkiakum,WA,8.5,  
Sawyer,WI,8.6,  
Jefferson,WI,8.6,  
Manitowoc,WI,8.6,  
Brown,WI,8.6,  
Fauquier,VA,8.6,  
Mathews,VA,8.6,  
Alexandria,VA,8.6,  
Goshen,WY,8.6,  
Union,SD,8.6,  
Albemarle,VA,8.6,  
Honolulu,HI,8.6,  
Nassau,FL,8.6,  
Delaware,IA,8.6,  
Stephenson,IL,8.6,  
Jersey,IL,8.6,  
McPherson,KS,8.6,  
Webster,IA,8.6,  
Washington,IA,8.6,  
Polk,IA,8.6,  
Cleveland,OK,8.6,  
Burke,ND,8.6,  
Lincoln,NM,8.6,  
Onslow,NC,8.6,  
Cole,MO,8.6,  
Silver Bow,MT,8.6,  
Cass,MN,8.6,  
Penobscot,ME,8.6,  
Kennebec,ME,8.7,  
Aitkin,MN,8.7,  
Polk,MN,8.7,  
Otter Tail,MN,8.7,  
Andrew,MO,8.7,  
Ramsey,ND,8.7,  
Summit,OH,8.7,  
Payne,OK,8.7,  
Washington,OR,8.7,  
Union,IA,8.7,  
Decatur,KS,8.7,  
Cloud,KS,8.7,  
Calhoun,IL,8.7,  
Wells,IN,8.7,  
Tippecanoe,IN,8.7,  
Marshall,SD,8.7,  
Sweetwater,WY,8.7,  
Campbell,WY,8.7,  
Fredericksburg,VA,8.7,  
Goochland,VA,8.7,  
Menominee,WI,8.7,  
Waupaca,WI,8.8,  
Marinette,WI,8.8,  
Pierce,WA,8.8,  
Henrico,VA,8.8,  
Archer,TX,8.8,  
Garfield,UT,8.8,  
Clayton,IA,8.8,  
Ness,KS,8.8,  
Harvey,KS,8.8,  
Rooks,KS,8.8,  
Monroe,FL,8.8,  
Cobb,GA,8.8,  
Faulkner,AR,8.8,  
McLean,ND,8.8,  
Ocean,NJ,8.8,  
Otoe,NE,8.8,  
Eureka,NV,8.8,  
Holt,MO,8.8,  
Carter,MT,8.8,  
Fillmore,MN,8.8,  
Oxford,ME,8.9,  
Baltimore,MD,8.9,  
Montgomery,MD,8.9,  
Erie,NY,8.9,  
Genesee,NY,8.9,  
Madison,NY,8.9,  
Stark,ND,8.9,  
Fulton,OH,8.9,  
Dewey,OK,8.9,  
Clay,FL,8.9,  
Bonner,ID,8.9,  
Russell,KS,8.9,  
Tama,IA,8.9,  
Shelby,IA,8.9,  
Monona,IA,8.9,  
Montgomery,IA,8.9,  
Black Hawk,IA,8.9,  
Whitley,IN,8.9,  
Bureau,IL,8.9,  
Grand,UT,8.9,  
Bennington,VT,8.9,  
Yankton,SD,8.9,  
Lincoln,WA,8.9,  
Kittitas,WA,8.9,  
Fremont,WY,8.9,  
Lincoln,WI,9,  
Shawano,WI,9,  
Walworth,WI,9,  
Sauk,WI,9,  
Sanborn,SD,9,  
Charleston,SC,9,  
Oneida,ID,9,  
Warren,IN,9,  
Fayette,IA,9,  
Taylor,IA,9,  
New Castle,DE,9,  
Roger Mills,OK,9,  
Multnomah,OR,9,  
Stutsman,ND,9,  
Richland,ND,9,  
Mercer,ND,9,  
Nassau,NY,9,  
Otsego,NY,9,  
Niagara,NY,9,  
Harlan,NE,9,  
Alpena,MI,9,  
Antrim,MI,9,  
Calhoun,MI,9,  
Beltrami,MN,9,  
Traverse,MN,9,  
Shelby,MO,9,  
Ravalli,MT,9,  
Burt,NE,9.1,  
Lake,MT,9.1,  
Madison,MS,9.1,  
Essex,NY,9.1,  
Knox,OH,9.1,  
Erie,PA,9.1,  
Liberty,GA,9.1,  
Dolores,CO,9.1,  
Osage,KS,9.1,  
Williamson,IL,9.1,  
Davison,SD,9.1,  
Knox,TN,9.1,  
Carbon,WY,9.1,  
Monroe,WI,9.2,  
Powhatan,VA,9.2,  
Rutherford,TN,9.2,  
Day,SD,9.2,  
Hughes,SD,9.2,  
Campbell,SD,9.2,  
Montour,PA,9.2,  
Beaver,UT,9.2,  
Will,IL,9.2,  
Coles,IL,9.2,  
Chickasaw,IA,9.2,  
Gibson,IN,9.2,  
Dearborn,IN,9.2,  
Rush,KS,9.2,  
Anderson,KS,9.2,  
Ellsworth,KS,9.2,  
Madison,AL,9.2,  
Sedgwick,CO,9.2,  
Cherokee,GA,9.2,  
Cambria,PA,9.2,  
Seneca,OH,9.2,  
Onondaga,NY,9.2,  
Buncombe,NC,9.2,  
Carteret,NC,9.2,  
Warren,NJ,9.2,  
Cape May,NJ,9.2,  
Monroe,MO,9.2,  
Antelope,NE,9.2,  
Norman,MN,9.2,  
Faribault,MN,9.2,  
Lenawee,MI,9.2,  
Berkshire,MA,9.2,  
Allegan,MI,9.3,  
Lapeer,MI,9.3,  
Yellow Medicine,MN,9.3,  
Sullivan,NH,9.3,  
Nance,NE,9.3,  
Sheridan,NE,9.3,  
Ulster,NY,9.3,  
Defiance,OH,9.3,  
Blair,PA,9.3,  
Polk,OR,9.3,  
Pinellas,FL,9.3,  
Santa Rosa,FL,9.3,  
Houston,GA,9.3,  
Tuolumne,CA,9.3,  
Shasta,CA,9.3,  
Cherokee,IA,9.3,  
Franklin,ID,9.3,  
Clay,IN,9.3,  
St. Clair,IL,9.3,  
Franklin,VT,9.3,  
Edmunds,SD,9.3,  
Kingsbury,SD,9.3,  
Wilson,TN,9.3,  
Bell,TX,9.3,  
Northumberland,VA,9.3,  
Hampton,VA,9.3,  
Langlade,WI,9.3,  
Brooke,WV,9.3,  
Barron,WI,9.4,  
Craig,VA,9.4,  
Clark,SD,9.4,  
Richland,SC,9.4,  
Northampton,PA,9.4,  
Lackawanna,PA,9.4,  
Caledonia,VT,9.4,  
Macoupin,IL,9.4,  
Clarke,IA,9.4,  
Lyon,IA,9.4,  
Escambia,FL,9.4,  
Washington,OK,9.4,  
Franklin,OH,9.4,  
Shelby,OH,9.4,  
Stark,OH,9.4,  
Golden Valley,ND,9.4,  
Cortland,NY,9.4,  
Manistee,MI,9.4,  
Cheboygan,MI,9.4,  
Lamar,MS,9.4,  
Adair,MO,9.5,  
Musselshell,MT,9.5,  
Pulaski,MO,9.5,  
Monroe,MI,9.5,  
Rock,MN,9.5,  
Dutchess,NY,9.5,  
Cumberland,NC,9.5,  
McHenry,ND,9.5,  
Wyandot,OH,9.5,  
Mahoning,OH,9.5,  
Hamilton,OH,9.5,  
Columbia,OR,9.5,  
Logan,OK,9.5,  
Camas,ID,9.5,  
San Luis Obispo,CA,9.5,  
Archuleta,CO,9.5,  
Huerfano,CO,9.5,  
Humboldt,CA,9.5,  
Vermillion,IN,9.5,  
Audubon,IA,9.5,  
Huntington,IN,9.5,  
Wright,IA,9.5,  
Mitchell,IA,9.5,  
Campbell,KY,9.5,  
Fayette,KY,9.5,  
Charlottesville,VA,9.5,  
Colonial Heights,VA,9.5,  
Columbia,WA,9.5,  
Oconto,WI,9.5,  
Big Horn,WY,9.5,  
Price,WI,9.6,  
Kenosha,WI,9.6,  
Skamania,WA,9.6,  
Bristol,RI,9.6,  
Haakon,SD,9.6,  
Grant,SD,9.6,  
Bourbon,KS,9.6,  
Pawnee,KS,9.6,  
Stark,IL,9.6,  
Pulaski,AR,9.6,  
Pierce,ND,9.6,  
Belmont,OH,9.6,  
Chemung,NY,9.6,  
Broome,NY,9.6,  
Sandoval,NM,9.6,  
Rice,MN,9.6,  
Sibley,MN,9.6,  
Jackson,MI,9.6,  
Piscataquis,ME,9.6,  
Worcester,MA,9.7,  
Chippewa,MN,9.7,  
Cottonwood,MN,9.7,  
Cape Girardeau,MO,9.7,  
Esmeralda,NV,9.7,  
Jefferson,NE,9.7,  
Monroe,NY,9.7,  
Jefferson,NY,9.7,  
Kidder,ND,9.7,  
Geauga,OH,9.7,  
Jefferson,OH,9.7,  
Licking,OH,9.7,  
Logan,OH,9.7,  
Cheyenne,CO,9.7,  
District of Columbia,DC,9.7,  
Martin,FL,9.7,  
Lake,IL,9.7,  
Norton,KS,9.7,  
Crawford,KS,9.7,  
Deuel,SD,9.7,  
Butte,SD,9.7,  
Marshall,WV,9.7,  
Crawford,WI,9.7,  
Converse,WY,9.7,  
Rock,WI,9.8,  
Mineral,WV,9.8,  
McKean,PA,9.8,  
Salt Lake,UT,9.8,  
Dickinson,KS,9.8,  
Monroe,IA,9.8,  
Hardin,KY,9.8,  
East Baton Rouge,LA,9.8,  
Bartholomew,IN,9.8,  
Hamilton,IL,9.8,  
Mesa,CO,9.8,  
Baldwin,AL,9.8,  
Yavapai,AZ,9.8,  
Grant,ND,9.8,  
Linn,OR,9.8,  
Schenectady,NY,9.8,  
Moore,NC,9.8,  
Pondera,MT,9.8,  
Clay,NE,9.9,  
Deuel,NE,9.9,  
Hill,MT,9.9,  
St. Clair,MI,9.9,  
Ramsey,MN,9.9,  
Worcester,MD,9.9,  
Ionia,MI,9.9,  
Suffolk,NY,9.9,  
Pawnee,NE,9.9,  
McPherson,NE,9.9,  
Baker,OR,9.9,  
Dunn,ND,9.9,  
Butler,OH,9.9,  
Ransom,ND,9.9,  
